cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
629,1409,1406,2.6920903954802258,0,354,953,0.5627980922098569,0.9779005524861878,362,0,0,0.575516693163752,0,3.175438596491228,3.175438596491228,0,114,0.360759493670886,202,0,0,0.3211446740858505,781,0.0,0.8966613672496025,0.0,288
