cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,snitch_stores,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
1732,2490,2487,2.99076923076923,1.5203252032520325,325,972,0.1876443418013856,0.4452054794520548,730,561,369,0.4214780600461894,0,36,1.0,1.0,3.0,730,0.7841031149301826,201,15,5,0.1160508083140877,89,759,0.0,0.5375288683602771,0.0,324
