tstart,start,snitch_issues,snitch_fseq_offloads,end_fpss,fpss_issues,fpss_loads,fpss_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_stores,tend,end,snitch_load_latency,snitch_loads,snitch_avg_load_latency,snitch_occupancy,snitch_fseq_rel_offloads,fseq_yield,fseq_fpu_yield,fpss_section_latency,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_occupancy,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,cycles,total_ipc
0.0,734,6599,980,14265,980,490,490,441,1323,49,0.0,14281,0,0,0,0.4870829642751698,0.1293046576065444,1.0,1.0,0,3.0,1.0,0.0723354000590493,0.03255093002657219,0.45,13548,0.5594183643342191
