params,impl,cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues,fpss_stores
32x8xf64,linalg_xdsl,318,1088,1085,0.996124031007752,0.0,258,257,0.8113207547169812,0.9923076923076924,260,0,0,0.8176100628930818,0,43.33333333333333,43.333333333333336,0,6,0.2307692307692307,20,0,0,0.0628930817610062,771,0.0,0.8805031446540881,0.0,0,
32x8xf64,baseline,1059,1839,1836,0.996124031007752,1.0,258,257,0.2436260623229461,0.335064935064935,770,256,256,0.7271010387157696,0,1.0,1.0,0,770,0.8433734939759037,143,0,0,0.1350330500472143,781,0.0,0.8621340887629839,0.0,0,256.0
32x12xf64,linalg_xdsl,446,1214,1211,0.9974093264248703,0.0,386,385,0.8654708520179372,0.9948453608247424,388,0,0,0.8699551569506726,0,64.66666666666666,64.66666666666667,0,6,0.25,18,0,0,0.0403587443946188,769,0.0,0.9103139013452914,0.0,0,
32x12xf64,baseline,1568,2363,2360,0.9974093264248703,1.0,386,385,0.2461734693877551,0.3344887348353553,1154,384,384,0.735969387755102,0,1.0,1.0,0,1154,0.8924980665119876,139,0,0,0.0886479591836734,796,0.0,0.8246173469387754,0.0,0,384.0
32x16xf64,linalg_xdsl,574,1383,1380,0.9980544747081712,0.0,514,513,0.8954703832752613,0.996124031007752,516,0,0,0.8989547038327527,0,86.0,86.0,0,6,0.25,18,0,0,0.0313588850174216,810,0.0,0.9303135888501742,0.0,0,
32x16xf64,baseline,2064,2869,2866,0.9980544747081712,1.0,514,513,0.2490310077519379,0.3342002600780234,1538,512,512,0.7451550387596899,0,1.0,1.0,0,1538,0.91711389385808,139,0,0,0.06734496124031,806,0.0,0.8125,0.0,0,512.0
32x20xf64,linalg_xdsl,689,1530,1527,0.9984423676012462,0.0,642,641,0.9317851959361392,0.9968944099378882,644,0,0,0.934687953555878,0,107.33333333333331,107.33333333333331,0,6,0.2608695652173913,17,0,0,0.0246734397677793,842,0.0,0.9593613933236574,0.0,0,
32x20xf64,baseline,2596,3429,3426,0.9984423676012462,1.0,642,641,0.2473035439137134,0.3340270551508845,1922,640,640,0.7403697996918336,0,1.0,1.0,0,1922,0.933009708737864,138,0,0,0.0531587057010785,834,0.0,0.7935285053929122,0.0,0,640.0
32x24xf64,linalg_xdsl,817,1678,1675,0.9987012987012988,0.0,770,769,0.9424724602203184,0.9974093264248703,772,0,0,0.944920440636475,0,128.66666666666669,128.66666666666666,0,6,0.2608695652173913,17,0,0,0.0208078335373317,862,0.0,0.9657282741738068,0.0,0,
32x24xf64,baseline,3116,3964,3961,0.9987012987012988,1.0,770,769,0.2471116816431322,0.3339115351257589,2306,768,768,0.7400513478818999,0,1.0,1.0,0,2306,0.9435351882160392,138,0,0,0.0442875481386392,849,0.0,0.7843388960205392,0.0,0,768.0
32x28xf64,linalg_xdsl,945,1821,1818,0.9988864142538976,0.0,898,897,0.9502645502645504,0.9977777777777778,900,0,0,0.9523809523809524,0,150.0,150.0,0,6,0.2608695652173913,17,0,0,0.0179894179894179,877,0.0,0.9703703703703704,0.0,0,
32x28xf64,baseline,3632,4500,4497,0.9988864142538976,1.0,898,897,0.2472466960352423,0.3338289962825279,2690,896,896,0.7406387665198237,0,1.0,1.0,0,2690,0.9512022630834512,138,0,0,0.0379955947136563,869,0.0,0.7786343612334802,0.0,0,896.0
