params,impl,cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues,snitch_stores
128xf64,baseline,961,1708,1705,2.976744186046512,1.0,129,384,0.1342351716961498,0.3333333333333333,387,257,257,0.4027055150884495,0,1,1.0,1.0,0,387,0.4262114537444934,521,0,0,0.5421436004162331,748,0.0,0.9448491155046826,0.0,128,
128xf64,linalg,957,1710,1707,2.9615384615384617,1.0,130,385,0.1358411703239289,0.3359173126614987,387,256,256,0.4043887147335423,0,1,1.0,1.0,0,387,0.4257425742574257,522,0,0,0.5454545454545454,754,0.0,0.9498432601880876,0.0,128,
128xf64,snitch_stream,205,966,963,2.919117647058824,0.0,136,397,0.6634146341463415,0.9784172661870504,139,0,0,0.6780487804878049,0,1,8.6875,8.6875,0,16,0.4848484848484848,17,0,0,0.0829268292682926,762,0.0,0.7609756097560976,0.0,128,
128xf64,snrt,569,1322,1319,2.976744186046512,1.0,129,384,0.226713532513181,0.9699248120300752,133,1,1,0.2337434094903339,0,1,19.0,19.0,0,7,0.35,13,0,0,0.0228471001757469,754,0.0,0.2565905096660809,0.0,128,
128xf64,scf_xdsl,2236,3003,3000,2.976744186046512,1.0,129,384,0.0576923076923076,0.3316195372750642,389,258,258,0.1739713774597495,0,2,1.0,1.0,0,389,0.2724089635854341,1039,0,0,0.4646690518783542,768,0.0,0.6386404293381038,0.0,128,2.0
128xf64,scf,957,1710,1707,2.976744186046512,1.0,129,384,0.1347962382445141,0.3333333333333333,387,257,257,0.4043887147335423,0,1,1.0,1.0,0,387,0.4257425742574257,522,0,0,0.5454545454545454,754,0.0,0.9498432601880876,0.0,128,
