params,impl,cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues,snitch_stores
8x8xf64,baseline,3199,3974,3971,2.792834890965732,1.1077844311377243,642,1793,0.2006877149109096,0.4125964010282776,1556,740,668,0.4864020006251954,0,246,1.0,1.0,0.0,1556,0.9511002444987776,80,0,0,0.0250078149421694,776,0.0,0.5114098155673649,0.0,448,
8x8xf64,fused,2945,3721,3718,2.773497688751926,1.0737410071942446,649,1800,0.2203735144312394,0.489811320754717,1325,597,556,0.4499151103565365,0,120,1.0,1.0,0.0,1325,0.960144927536232,55,0,0,0.0186757215619694,777,0.0,0.468590831918506,0.0,448,
8x8xf64,linalg,3518,4271,4268,2.792834890965732,1.1513513513513514,642,1793,0.1824900511654349,0.3941068139963167,1629,852,740,0.4630471859010802,0,247,1.0,1.0,3.1666666666666665,1629,0.8422957600827301,305,19,6,0.0866969869243888,754,0.0,0.5497441728254691,0.0,512,134.0
8x8xf64,snrt,2737,3513,3510,2.630311614730878,0.0,706,1857,0.257946656923639,0.9145077720207254,772,0,0,0.2820606503470954,0,64,1.9896907216494844,1.9896907216494848,0.0,388,0.7713717693836978,115,0,0,0.042016806722689,777,0.0,0.3240774570697844,0.0,512,
8x8xf64,snitch_stream,2729,3501,3498,2.630311614730878,0.0,706,1857,0.258702821546354,0.9145077720207254,772,0,0,0.2828875045804324,0,64,1.9896907216494844,1.9896907216494848,0.0,388,0.5631349782293179,301,0,0,0.1102968120190546,773,0.0,0.393184316599487,0.0,512,
