params,tests,tstart,start,snitch_issues,snitch_stores,snitch_fseq_offloads,end_fpss,fpss_issues,fpss_stores,fpss_loads,fpss_load_latency,fpss_fpu_issues,fpss_fpu_latency,snitch_loads,snitch_load_latency,tend,end,snitch_avg_load_latency,snitch_occupancy,snitch_fseq_rel_offloads,fseq_yield,fseq_fpu_yield,fpss_section_latency,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_occupancy,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,cycles,total_ipc
16xf64,baseline,0.0,707,2477,2,4965,33319,4965,38,54,181,4870,34633,2,6,0.0,33255,3.0,0.07595130776070892,0.6671593657618919,1.0,1.0,64,7.111498973305955,3.3518518518518516,0.1522399043326281,0.14932695550853953,0.9808660624370594,32613,0.22819121209333704
