cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart
1713,2467,2463,2.9980481457384514,0,1537,4608,0.8972562755399883,0.9987004548408057,1539,0,0,0.8984238178633975,0,4.885714285714286,4.885714285714286,0,315,0.7608695652173914,99,0,0,0.05779334500875657,755,0.0,0.9562171628721541,0.0
