kernels,baseline,linalg,linalg_xdsl,snitch_stream,snrt
pooling_nchw_max_d1_s2_3x3 16x8xf64,0.33,,0.61,,
pooling_nchw_max_d1_s2_3x3 4x12xf64,0.32,,0.66,,
pooling_nchw_max_d1_s2_3x3 4x16xf64,0.33,,0.72,,
pooling_nchw_max_d1_s2_3x3 4x4xf64,0.33,,0.68,,
pooling_nchw_max_d1_s2_3x3 4x8xf64,0.30,,0.58,,
pooling_nchw_max_d1_s2_3x3 8x12xf64,0.33,,0.69,,
pooling_nchw_max_d1_s2_3x3 8x16xf64,0.33,,0.75,,
pooling_nchw_max_d1_s2_3x3 8x4xf64,0.37,,0.82,,
pooling_nchw_max_d1_s2_3x3 8x8xf64,0.32,,0.60,,
pooling_nchw_sum_d1_s2_3x3 12x12xf64,0.20,,0.68,,
pooling_nchw_sum_d1_s2_3x3 12x16xf64,0.20,,0.73,,
pooling_nchw_sum_d1_s2_3x3 12x4xf64,0.23,,0.82,,
pooling_nchw_sum_d1_s2_3x3 12x8xf64,0.20,,0.59,,
pooling_nchw_sum_d1_s2_3x3 16x12xf64,0.20,,0.68,,
pooling_nchw_sum_d1_s2_3x3 16x16xf64,0.20,,0.74,,
pooling_nchw_sum_d1_s2_3x3 16x4xf64,0.23,,0.85,,
pooling_nchw_sum_d1_s2_3x3 16x8xf64,0.20,,0.60,,
pooling_nchw_sum_d1_s2_3x3 4x12xf64,0.20,,0.64,,
pooling_nchw_sum_d1_s2_3x3 4x16xf64,0.20,,0.70,,
pooling_nchw_sum_d1_s2_3x3 4x4xf64,0.22,,0.62,,
pooling_nchw_sum_d1_s2_3x3 4x8xf64,0.20,,0.55,,
pooling_nchw_sum_d1_s2_3x3 8x12xf64,0.20,,0.67,,
pooling_nchw_sum_d1_s2_3x3 8x16xf64,0.20,,0.73,,
pooling_nchw_sum_d1_s2_3x3 8x4xf64,0.23,,0.77,,
pooling_nchw_sum_d1_s2_3x3 8x8xf64,0.20,,0.58,,
relu 12x12xf64,0.23,,0.71,,
relu 12x16xf64,0.23,,0.76,,
relu 12x4xf64,0.20,,0.45,,
relu 12x8xf64,0.22,,0.62,,
relu 16x12xf64,0.24,,0.76,,
relu 16x16xf64,0.24,,0.81,,
relu 16x4xf64,0.21,,0.52,,
relu 16x8xf64,0.23,,0.68,,
relu 4x12xf64,0.17,,0.45,,
relu 4x16xf64,0.18,,0.52,,
relu 4x4xf64,0.13,,0.22,,
relu 4x8xf64,0.16,,0.36,,
relu 8x12xf64,0.22,,0.62,,
relu 8x16xf64,0.22,,0.68,,
relu 8x4xf64,0.16,,0.36,,
relu 8x8xf64,0.18,,0.52,,
saxpy 64xf32,0.10,0.10,,,0.46
