cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
3017,3963,3960,0.9996451383960256,0,2818,2817,0.934040437520716,0.9887719298245614,2850,0,0,0.9446470003314552,0,3.2909930715935336,3.2909930715935336,0,866,0.7596491228070176,274,0,0,0.0908186940669539,947,0.0,1.035465694398409,0.0,0
