tstart,start,snitch_issues,snitch_fseq_offloads,end_fpss,fpss_issues,fpss_fpu_issues,fpss_fpu_latency,tend,end,snitch_load_latency,snitch_loads,fpss_load_latency,fpss_loads,snitch_avg_load_latency,snitch_occupancy,snitch_fseq_rel_offloads,fseq_yield,fseq_fpu_yield,fpss_section_latency,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_occupancy,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,cycles,total_ipc
0.0,733,18,130,995,130,128,384,0.0,1005,0,0,0,0,0,0.06593406593406594,0.8783783783783784,1.0,1.0,0,3.0,0,0.47619047619047616,0.46886446886446886,0.9846153846153847,273,0.5421245421245421
