cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
245,990,987,2.976744186046512,0,129,384,0.5265306122448979,0.9847328244274808,131,0,0,0.5346938775510204,0,1.0,1.0,0,131,0.8972602739726028,15,0,0,0.0612244897959183,746,0.0,0.5959183673469387,0.0,0
