cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,snitch_stores,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
1435,2168,2165,0.997737556561086,1.0,442,441,0.30801393728223,0.5169590643274854,855,364,364,0.5958188153310104,0,49,1.0,1.0,3.25,855,0.7931354359925789,223,13,4,0.1554006968641115,108,734,0.0,0.751219512195122,0.0,0
