cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
3116,3964,3961,0.9987012987012988,1.0,770,769,0.2471116816431322,0.3339115351257589,2306,768,768,0.7400513478818999,0,768,1.0,1.0,0,2306,0.9435351882160392,138,0,0,0.0442875481386392,849,0.0,0.7843388960205392,0.0,0
