cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,snitch_stores,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
1940,2655,2652,0.996124031007752,1.0,258,257,0.1329896907216494,0.335064935064935,770,256,256,0.3969072164948453,0,256,1.0,1.0,3.25,770,0.4680851063829787,875,13,4,0.4510309278350515,516,716,0.0,0.8479381443298969,0.0,0
