cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart
1096,1812,1809,0.9961240310077519,1.0,258,257,0.2354014598540146,0.33506493506493507,770,256,256,0.7025547445255474,0,256,1.0,1.0,0,770,0.9069493521790342,79,0,0,0.07208029197080291,717,0.0,0.7746350364963503,0.0
