cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart
344,1054,1051,0.9961240310077519,0,258,257,0.75,0.9923076923076923,260,0,0,0.7558139534883721,0,43.33333333333333,43.333333333333336,0,6,0.2727272727272727,16,0,0,0.046511627906976744,711,0.0,0.8023255813953488,0.0
