cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart
340,1043,1040,0.9961240310077519,0,258,257,0.7588235294117647,0.9923076923076923,260,0,0,0.7647058823529411,0,37.14285714285714,37.142857142857146,0,7,0.2916666666666667,17,0,0,0.05,704,0.0,0.8147058823529412,0.0
