cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart
349,1070,1067,0.0,0,1,0,0.0028653295128939827,0.0038910505836575876,257,0,0,0.7363896848137536,0,256,1.0,1.0,0,257,0.8132911392405063,59,0,0,0.16905444126074498,722,0.0,0.9054441260744985,0.0
