cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
89,795,792,0.9444444444444444,0,18,17,0.2022471910112359,0.9,20,0,0,0.2247191011235955,0,3.333333333333333,3.333333333333333,0,6,0.2608695652173913,17,0,0,0.1910112359550561,707,0.0,0.4157303370786517,0.0,0
