kernels,baseline,linalg,linalg_xdsl,snitch_stream,snrt
matmul 4x8x8xf64,0.46,,0.88,,
matmul 8x12x12xf64,0.55,,0.98,,
matmul 8x12x16xf64,0.54,,0.98,,
matmul 8x12x20xf64,0.54,,0.99,,
matmul 8x12x24xf64,0.54,,1.00,,
matmul 8x12x28xf64,0.54,,1.00,,
matmul 8x12x32xf64,0.54,,1.00,,
matmul 8x12x36xf64,0.53,,1.00,,
matmul 8x12x40xf64,0.53,,1.00,,
matmul 8x12x44xf64,0.55,,1.00,,
matmul 8x12x48xf64,0.55,,1.01,,
matmul 8x12x4xf64,0.50,,0.91,,
matmul 8x12x52xf64,0.55,,1.01,,
matmul 8x12x56xf64,0.55,,1.01,,
matmul 8x12x60xf64,0.55,,1.01,,
matmul 8x12x64xf64,0.55,,1.01,,
matmul 8x12x8xf64,0.56,,0.96,,
matmul 8x16x12xf64,0.56,,0.98,,
matmul 8x16x16xf64,0.55,,0.99,,
matmul 8x16x20xf64,0.54,,0.99,,
matmul 8x16x24xf64,0.54,,1.00,,
matmul 8x16x28xf64,0.53,,1.00,,
matmul 8x16x32xf64,0.54,,1.00,,
matmul 8x16x36xf64,0.54,,1.00,,
matmul 8x16x40xf64,0.55,,1.00,,
matmul 8x16x44xf64,0.55,,1.00,,
matmul 8x16x48xf64,0.55,,1.00,,
matmul 8x16x4xf64,0.50,,0.93,,
matmul 8x16x52xf64,0.57,,1.01,,
matmul 8x16x56xf64,0.56,,1.01,,
matmul 8x16x60xf64,0.56,,1.01,,
matmul 8x16x64xf64,0.58,,1.01,,
matmul 8x16x8xf64,0.58,,0.97,,
matmul 8x20x12xf64,0.52,,0.98,,
matmul 8x20x16xf64,0.52,,0.99,,
matmul 8x20x20xf64,0.52,,0.99,,
matmul 8x20x24xf64,0.51,,1.00,,
matmul 8x20x28xf64,0.52,,1.00,,
matmul 8x20x32xf64,0.53,,1.00,,
matmul 8x20x36xf64,0.53,,1.00,,
matmul 8x20x40xf64,0.52,,1.00,,
matmul 8x20x44xf64,0.54,,1.00,,
matmul 8x20x48xf64,0.54,,1.00,,
matmul 8x20x4xf64,0.51,,0.94,,
matmul 8x20x52xf64,0.57,,1.00,,
matmul 8x20x56xf64,0.57,,1.00,,
matmul 8x20x60xf64,0.57,,1.01,,
matmul 8x20x64xf64,0.59,,1.01,,
matmul 8x20x8xf64,0.53,,0.97,,
matmul 8x24x12xf64,0.52,,0.99,,
matmul 8x24x16xf64,0.52,,0.99,,
matmul 8x24x20xf64,0.51,,0.99,,
matmul 8x24x24xf64,0.53,,1.00,,
matmul 8x24x28xf64,0.53,,1.00,,
matmul 8x24x32xf64,0.52,,1.00,,
matmul 8x24x36xf64,0.54,,1.00,,
matmul 8x24x40xf64,0.54,,1.00,,
matmul 8x24x44xf64,0.55,,1.00,,
matmul 8x24x48xf64,0.55,,1.00,,
matmul 8x24x4xf64,0.56,,0.95,,
matmul 8x24x52xf64,0.58,,1.00,,
matmul 8x24x56xf64,0.58,,1.00,,
matmul 8x24x60xf64,0.58,,1.00,,
matmul 8x24x64xf64,0.59,,1.00,,
matmul 8x24x8xf64,0.53,,0.98,,
matmul 8x28x12xf64,0.51,,0.99,,
matmul 8x28x16xf64,0.51,,0.99,,
matmul 8x28x20xf64,0.52,,1.00,,
matmul 8x28x24xf64,0.52,,1.00,,
matmul 8x28x28xf64,0.52,,1.00,,
matmul 8x28x32xf64,0.54,,1.00,,
matmul 8x28x36xf64,0.54,,1.00,,
matmul 8x28x40xf64,0.54,,1.00,,
matmul 8x28x44xf64,0.56,,1.00,,
matmul 8x28x48xf64,0.56,,1.00,,
matmul 8x28x4xf64,0.54,,0.95,,
matmul 8x28x52xf64,0.58,,1.00,,
matmul 8x28x56xf64,0.58,,1.00,,
matmul 8x28x60xf64,0.58,,1.00,,
matmul 8x28x64xf64,0.59,,1.00,,
matmul 8x28x8xf64,0.52,,0.98,,
matmul 8x32x12xf64,0.98,,0.99,,
matmul 8x32x16xf64,0.98,,0.99,,
matmul 8x32x20xf64,0.96,,0.99,,
matmul 8x32x24xf64,0.96,,1.00,,
matmul 8x32x28xf64,0.96,,1.00,,
matmul 8x32x32xf64,0.96,,1.00,,
matmul 8x32x36xf64,0.96,,1.00,,
matmul 8x32x40xf64,0.96,,1.00,,
matmul 8x32x44xf64,0.96,,1.00,,
matmul 8x32x48xf64,0.96,,1.00,,
matmul 8x32x4xf64,0.96,,0.95,,
matmul 8x32x52xf64,0.97,,1.00,,
matmul 8x32x56xf64,0.97,,1.00,,
matmul 8x32x60xf64,0.97,,1.00,,
matmul 8x32x64xf64,0.97,,1.00,,
matmul 8x32x8xf64,0.97,,0.98,,
matmul 8x36x12xf64,0.99,,0.99,,
matmul 8x36x16xf64,0.99,,0.99,,
matmul 8x36x20xf64,1.00,,1.00,,
matmul 8x36x24xf64,1.00,,1.00,,
matmul 8x36x28xf64,1.00,,1.00,,
matmul 8x36x32xf64,1.00,,1.00,,
matmul 8x36x36xf64,1.00,,1.00,,
matmul 8x36x40xf64,1.00,,1.00,,
matmul 8x36x44xf64,1.00,,1.00,,
matmul 8x36x48xf64,1.00,,1.00,,
matmul 8x36x4xf64,0.99,,0.95,,
matmul 8x36x52xf64,1.00,,1.00,,
matmul 8x36x56xf64,1.00,,1.00,,
matmul 8x36x60xf64,1.00,,1.00,,
matmul 8x36x64xf64,1.00,,1.00,,
matmul 8x36x8xf64,0.99,,0.98,,
matmul 8x40x12xf64,0.99,,0.99,,
matmul 8x40x16xf64,0.99,,0.99,,
matmul 8x40x20xf64,1.00,,1.00,,
matmul 8x40x24xf64,1.00,,1.00,,
matmul 8x40x28xf64,1.00,,1.00,,
matmul 8x40x32xf64,1.00,,1.00,,
matmul 8x40x36xf64,1.00,,1.00,,
matmul 8x40x40xf64,1.00,,1.00,,
matmul 8x40x44xf64,1.00,,1.00,,
matmul 8x40x48xf64,1.00,,1.00,,
matmul 8x40x4xf64,0.99,,0.96,,
matmul 8x40x52xf64,1.00,,1.00,,
matmul 8x40x56xf64,1.00,,1.00,,
matmul 8x40x60xf64,1.00,,1.00,,
matmul 8x40x64xf64,1.00,,1.00,,
matmul 8x40x8xf64,0.99,,0.98,,
matmul 8x44x12xf64,0.99,,0.99,,
matmul 8x44x16xf64,0.99,,0.99,,
matmul 8x44x20xf64,1.00,,1.00,,
matmul 8x44x24xf64,1.00,,1.00,,
matmul 8x44x28xf64,1.00,,1.00,,
matmul 8x44x32xf64,1.00,,1.00,,
matmul 8x44x36xf64,1.00,,1.00,,
matmul 8x44x40xf64,1.00,,1.00,,
matmul 8x44x44xf64,1.00,,1.00,,
matmul 8x44x48xf64,1.00,,1.00,,
matmul 8x44x4xf64,0.99,,0.97,,
matmul 8x44x52xf64,1.00,,1.00,,
matmul 8x44x56xf64,1.00,,1.00,,
matmul 8x44x60xf64,1.00,,1.00,,
matmul 8x44x64xf64,1.00,,1.00,,
matmul 8x44x8xf64,0.99,,0.99,,
matmul 8x48x12xf64,0.99,,0.99,,
matmul 8x48x16xf64,0.99,,0.99,,
matmul 8x48x20xf64,1.00,,1.00,,
matmul 8x48x24xf64,1.00,,1.00,,
matmul 8x48x28xf64,1.00,,1.00,,
matmul 8x48x32xf64,1.00,,1.00,,
matmul 8x48x36xf64,1.00,,1.00,,
matmul 8x48x40xf64,1.00,,1.00,,
matmul 8x48x44xf64,1.00,,1.00,,
matmul 8x48x48xf64,1.00,,1.00,,
matmul 8x48x4xf64,0.99,,0.97,,
matmul 8x48x52xf64,1.00,,1.00,,
matmul 8x48x56xf64,1.00,,1.00,,
matmul 8x48x60xf64,1.00,,1.00,,
matmul 8x48x64xf64,1.00,,1.00,,
matmul 8x48x8xf64,0.99,,0.99,,
matmul 8x4x12xf64,0.42,,0.95,,
matmul 8x4x16xf64,0.65,,0.97,,
matmul 8x4x20xf64,0.64,,0.98,,
matmul 8x4x24xf64,0.64,,0.99,,
matmul 8x4x28xf64,0.64,,1.00,,
matmul 8x4x32xf64,0.63,,1.01,,
matmul 8x4x36xf64,0.63,,1.01,,
matmul 8x4x40xf64,0.63,,1.01,,
matmul 8x4x44xf64,0.63,,1.01,,
matmul 8x4x48xf64,0.63,,1.01,,
matmul 8x4x4xf64,0.39,,0.84,,
matmul 8x4x52xf64,0.63,,1.02,,
matmul 8x4x56xf64,0.63,,1.02,,
matmul 8x4x60xf64,0.63,,1.02,,
matmul 8x4x64xf64,0.63,,1.02,,
matmul 8x4x8xf64,0.41,,0.92,,
matmul 8x52x12xf64,0.99,,0.99,,
matmul 8x52x16xf64,0.99,,0.99,,
matmul 8x52x20xf64,1.00,,1.00,,
matmul 8x52x24xf64,1.00,,1.00,,
matmul 8x52x28xf64,1.00,,1.00,,
matmul 8x52x32xf64,1.00,,1.00,,
matmul 8x52x36xf64,1.00,,1.00,,
matmul 8x52x40xf64,1.00,,1.00,,
matmul 8x52x44xf64,1.00,,1.00,,
matmul 8x52x48xf64,1.00,,1.00,,
matmul 8x52x4xf64,0.99,,0.97,,
matmul 8x52x52xf64,1.00,,1.00,,
matmul 8x52x56xf64,1.00,,1.00,,
matmul 8x52x60xf64,1.00,,1.00,,
matmul 8x52x64xf64,1.00,,1.00,,
matmul 8x52x8xf64,0.99,,0.99,,
matmul 8x56x12xf64,0.99,,0.99,,
matmul 8x56x16xf64,0.99,,0.99,,
matmul 8x56x20xf64,1.00,,1.00,,
matmul 8x56x24xf64,1.00,,1.00,,
matmul 8x56x28xf64,1.00,,1.00,,
matmul 8x56x32xf64,1.00,,1.00,,
matmul 8x56x36xf64,1.00,,1.00,,
matmul 8x56x40xf64,1.00,,1.00,,
matmul 8x56x44xf64,1.00,,1.00,,
matmul 8x56x48xf64,1.00,,1.00,,
matmul 8x56x4xf64,0.99,,0.98,,
matmul 8x56x52xf64,1.00,,1.00,,
matmul 8x56x56xf64,1.00,,1.00,,
matmul 8x56x60xf64,1.00,,1.00,,
matmul 8x56x64xf64,1.00,,1.00,,
matmul 8x56x8xf64,0.99,,0.99,,
matmul 8x60x12xf64,0.99,,0.99,,
matmul 8x60x16xf64,0.99,,0.99,,
matmul 8x60x20xf64,1.00,,1.00,,
matmul 8x60x24xf64,1.00,,1.00,,
matmul 8x60x28xf64,1.00,,1.00,,
matmul 8x60x32xf64,1.00,,1.00,,
matmul 8x60x36xf64,1.00,,1.00,,
matmul 8x60x40xf64,1.00,,1.00,,
matmul 8x60x44xf64,1.00,,1.00,,
matmul 8x60x48xf64,1.00,,1.00,,
matmul 8x60x4xf64,0.99,,0.98,,
matmul 8x60x52xf64,1.00,,1.00,,
matmul 8x60x56xf64,1.00,,1.00,,
matmul 8x60x60xf64,1.00,,1.00,,
matmul 8x60x64xf64,1.00,,1.00,,
matmul 8x60x8xf64,0.99,,0.99,,
matmul 8x64x12xf64,0.99,,0.99,,
matmul 8x64x16xf64,0.99,,1.00,,
matmul 8x64x20xf64,1.00,,1.00,,
matmul 8x64x24xf64,1.00,,1.00,,
matmul 8x64x28xf64,1.00,,1.00,,
matmul 8x64x32xf64,1.00,,1.00,,
matmul 8x64x36xf64,1.00,,1.00,,
matmul 8x64x40xf64,1.00,,1.00,,
matmul 8x64x44xf64,1.00,,1.00,,
matmul 8x64x48xf64,1.00,,1.00,,
matmul 8x64x4xf64,0.99,,0.98,,
matmul 8x64x52xf64,1.00,,1.00,,
matmul 8x64x56xf64,1.00,,1.00,,
matmul 8x64x60xf64,1.00,,1.00,,
matmul 8x64x64xf64,1.00,,1.00,,
matmul 8x64x8xf64,0.99,,0.99,,
matmul 8x8x12xf64,0.59,,0.97,,
matmul 8x8x16xf64,0.58,,0.98,,
matmul 8x8x20xf64,0.58,,0.99,,
matmul 8x8x24xf64,0.57,,0.99,,
matmul 8x8x28xf64,0.57,,1.00,,
matmul 8x8x32xf64,0.57,,1.00,,
matmul 8x8x36xf64,0.57,,1.00,,
matmul 8x8x40xf64,0.57,,1.01,,
matmul 8x8x44xf64,0.56,,1.01,,
matmul 8x8x48xf64,0.56,,1.01,,
matmul 8x8x4xf64,0.45,,0.89,,
matmul 8x8x52xf64,0.56,,1.01,,
matmul 8x8x56xf64,0.56,,1.01,,
matmul 8x8x60xf64,0.56,,1.01,,
matmul 8x8x64xf64,0.56,,1.01,,
matmul 8x8x8xf64,0.46,,0.94,,
matmul_transb 1x12x40xf32,,,,1.04,
matmul_transb 1x16x40xf32,,,,1.04,
matmul_transb 1x20x16xf32,,,,1.00,
matmul_transb 1x20x24xf32,,,,1.01,
matmul_transb 1x20x32xf32,,,,1.03,
matmul_transb 1x20x40xf32,,,,1.03,
matmul_transb 1x20x8xf32,,,,0.96,
matmul_transb 1x4x40xf32,,,,0.91,
matmul_transb 1x8x40xf32,,,,1.05,
pooling_nchw_max_d1_s2_3x3 12x12xf64,0.86,0.87,0.98,,
pooling_nchw_max_d1_s2_3x3 12x16xf64,0.86,0.87,0.99,,
pooling_nchw_max_d1_s2_3x3 12x20xf64,0.85,0.87,1.00,,
pooling_nchw_max_d1_s2_3x3 12x4xf64,0.69,0.75,0.97,,
pooling_nchw_max_d1_s2_3x3 12x8xf64,0.86,0.79,0.96,,
pooling_nchw_max_d1_s2_3x3 16x12xf64,0.86,0.87,0.98,,
pooling_nchw_max_d1_s2_3x3 16x16xf64,0.86,0.87,1.00,,
pooling_nchw_max_d1_s2_3x3 16x20xf64,0.86,0.87,1.01,,
pooling_nchw_max_d1_s2_3x3 16x4xf64,0.70,0.76,0.99,,
pooling_nchw_max_d1_s2_3x3 16x8xf64,0.86,0.79,0.96,,
pooling_nchw_max_d1_s2_3x3 20x12xf64,0.86,0.87,0.98,,
pooling_nchw_max_d1_s2_3x3 20x16xf64,0.86,0.87,1.00,,
pooling_nchw_max_d1_s2_3x3 20x20xf64,0.86,0.87,1.01,,
pooling_nchw_max_d1_s2_3x3 20x4xf64,0.70,0.76,1.00,,
pooling_nchw_max_d1_s2_3x3 20x8xf64,0.87,0.80,0.96,,
pooling_nchw_max_d1_s2_3x3 4x12xf64,0.84,0.83,0.95,,
pooling_nchw_max_d1_s2_3x3 4x16xf64,0.84,0.82,0.97,,
pooling_nchw_max_d1_s2_3x3 4x20xf64,0.85,0.82,0.99,,
pooling_nchw_max_d1_s2_3x3 4x4xf64,0.67,0.61,0.84,,
pooling_nchw_max_d1_s2_3x3 4x8xf64,0.84,0.64,0.91,,
pooling_nchw_max_d1_s2_3x3 8x12xf64,0.85,0.84,0.97,,
pooling_nchw_max_d1_s2_3x3 8x16xf64,0.85,0.84,0.99,,
pooling_nchw_max_d1_s2_3x3 8x20xf64,0.85,0.84,1.00,,
pooling_nchw_max_d1_s2_3x3 8x4xf64,0.68,0.73,0.93,,
pooling_nchw_max_d1_s2_3x3 8x8xf64,0.86,0.75,0.94,,
pooling_nchw_sum_d1_s2_3x3 12x12xf64,0.57,0.60,0.95,,
pooling_nchw_sum_d1_s2_3x3 12x16xf64,0.57,0.60,0.97,,
pooling_nchw_sum_d1_s2_3x3 12x20xf64,0.57,0.60,0.97,,
pooling_nchw_sum_d1_s2_3x3 12x4xf64,0.41,0.46,0.96,,
pooling_nchw_sum_d1_s2_3x3 12x8xf64,0.57,0.54,0.92,,
pooling_nchw_sum_d1_s2_3x3 16x12xf64,0.57,0.61,0.96,,
pooling_nchw_sum_d1_s2_3x3 16x16xf64,0.57,0.60,0.97,,
pooling_nchw_sum_d1_s2_3x3 16x20xf64,0.57,0.60,0.98,,
pooling_nchw_sum_d1_s2_3x3 16x4xf64,0.41,0.46,0.97,,
pooling_nchw_sum_d1_s2_3x3 16x8xf64,0.57,0.54,0.93,,
pooling_nchw_sum_d1_s2_3x3 20x12xf64,0.57,0.61,0.96,,
pooling_nchw_sum_d1_s2_3x3 20x16xf64,0.57,0.60,0.97,,
pooling_nchw_sum_d1_s2_3x3 20x20xf64,0.57,0.60,0.98,,
pooling_nchw_sum_d1_s2_3x3 20x4xf64,0.41,0.46,0.98,,
pooling_nchw_sum_d1_s2_3x3 20x8xf64,0.58,0.55,0.93,,
pooling_nchw_sum_d1_s2_3x3 4x12xf64,0.57,0.59,0.90,,
pooling_nchw_sum_d1_s2_3x3 4x16xf64,0.57,0.60,0.93,,
pooling_nchw_sum_d1_s2_3x3 4x20xf64,0.57,0.60,0.94,,
pooling_nchw_sum_d1_s2_3x3 4x4xf64,0.40,0.43,0.84,,
pooling_nchw_sum_d1_s2_3x3 4x8xf64,0.45,0.52,0.87,,
pooling_nchw_sum_d1_s2_3x3 8x12xf64,0.57,0.60,0.94,,
pooling_nchw_sum_d1_s2_3x3 8x16xf64,0.57,0.60,0.95,,
pooling_nchw_sum_d1_s2_3x3 8x20xf64,0.57,0.60,0.96,,
pooling_nchw_sum_d1_s2_3x3 8x4xf64,0.40,0.45,0.93,,
pooling_nchw_sum_d1_s2_3x3 8x8xf64,0.57,0.54,0.91,,
relu 12x12xf64,0.77,0.77,0.86,,
relu 12x16xf64,0.77,0.79,0.88,,
relu 12x20xf64,0.76,0.76,0.90,,
relu 12x4xf64,0.81,0.79,0.71,,
relu 12x8xf64,0.80,0.84,0.81,,
relu 16x12xf64,0.79,0.79,0.88,,
relu 16x16xf64,0.79,0.79,0.85,,
relu 16x20xf64,0.78,0.79,0.93,,
relu 16x40xf32,,,,0.92,
relu 16x4xf64,0.85,0.84,0.75,,
relu 16x8xf64,0.82,0.86,0.84,,
relu 20x12xf64,0.80,0.80,0.90,,
relu 20x16xf64,0.80,0.82,0.93,,
relu 20x20xf64,0.78,0.80,0.94,,
relu 20x4xf64,0.88,0.86,0.78,,
relu 20x8xf64,0.84,0.86,0.87,,
relu 24x40xf32,,,,0.95,
relu 32x40xf32,,,,0.96,
relu 40x16xf32,,,,0.92,
relu 40x24xf32,,,,0.95,
relu 40x32xf32,,,,0.96,
relu 40x40xf32,,,,0.97,
relu 40x8xf32,,,,0.86,
relu 4x12xf64,0.53,0.53,0.71,,
relu 4x16xf64,0.56,0.56,0.75,,
relu 4x20xf64,0.68,0.68,0.78,,
relu 4x4xf64,0.40,0.46,0.53,,
relu 4x8xf64,0.50,0.51,0.66,,
relu 8x12xf64,0.74,0.73,0.81,,
relu 8x16xf64,0.74,0.78,0.84,,
relu 8x20xf64,0.74,0.73,0.87,,
relu 8x40xf32,,,,0.86,
relu 8x4xf64,0.50,0.51,0.66,,
relu 8x8xf64,0.56,0.56,0.75,,
saxpy 64xf32,0.93,0.93,,,0.65
sum 12x12xf64,0.97,0.73,0.81,,
sum 12x16xf64,0.97,0.74,0.85,,
sum 12x20xf64,0.98,0.75,0.87,,
sum 12x4xf64,0.90,0.60,0.65,,
sum 12x8xf64,0.95,0.72,0.75,,
sum 16x12xf64,0.97,0.73,0.85,,
sum 16x16xf64,0.98,0.74,0.84,,
sum 16x20xf64,0.99,0.75,0.88,,
sum 16x40xf32,,,0.90,,
sum 16x4xf64,0.93,0.68,0.69,,
sum 16x8xf64,0.96,0.71,0.80,,
sum 20x12xf64,0.98,0.73,0.87,,
sum 20x16xf64,0.99,0.74,0.88,,
sum 20x20xf64,0.99,0.75,0.90,,
sum 20x4xf64,0.94,0.69,0.73,,
sum 20x8xf64,0.97,0.72,0.83,,
sum 24x40xf32,,,0.91,,
sum 32x40xf32,,,0.94,,
sum 40x16xf32,,,0.90,,
sum 40x24xf32,,,0.91,,
sum 40x32xf32,,,0.94,,
sum 40x40xf32,,,0.95,,
sum 40x8xf32,,,0.80,,
sum 4x12xf16,0.93,,0.59,,
sum 4x12xf32,0.90,0.75,0.51,,0.53
sum 4x12xf64,0.90,0.75,0.65,,
sum 4x16xf16,0.95,,0.62,,
sum 4x16xf32,0.93,0.77,0.54,,0.57
sum 4x16xf64,0.93,0.77,0.69,,
sum 4x20xf16,0.96,,0.64,,
sum 4x20xf32,0.94,0.78,0.58,,0.60
sum 4x20xf64,0.94,0.78,0.73,,
sum 4x24xf16,0.97,,0.66,,
sum 4x24xf32,0.95,0.79,0.61,,0.63
sum 4x28xf16,0.97,,0.68,,
sum 4x28xf32,0.96,0.80,0.63,,0.66
sum 4x32xf16,0.97,,0.69,,
sum 4x32xf32,0.96,0.80,0.65,,0.68
sum 4x36xf16,0.98,,0.71,,
sum 4x36xf32,0.97,0.80,0.67,,0.70
sum 4x40xf16,0.98,,0.72,,
sum 4x40xf32,0.97,0.81,0.69,,0.72
sum 4x44xf16,0.98,,0.73,,
sum 4x44xf32,0.97,0.81,0.70,,0.74
sum 4x48xf16,0.98,,0.74,,
sum 4x48xf32,0.97,0.81,0.72,,0.75
sum 4x4xf16,0.60,,0.47,,
sum 4x4xf32,0.57,0.46,0.36,,0.35
sum 4x4xf64,0.57,0.46,0.46,,
sum 4x52xf16,0.98,,0.75,,
sum 4x52xf32,0.98,0.82,0.73,,0.76
sum 4x56xf16,0.98,,0.76,,
sum 4x56xf32,0.98,0.82,0.74,,0.77
sum 4x60xf16,0.99,,0.77,,
sum 4x60xf32,0.98,0.82,0.75,,0.78
sum 4x64xf16,0.99,,0.78,,
sum 4x64xf32,0.98,0.82,0.76,,0.79
sum 4x8xf16,0.90,,0.56,,
sum 4x8xf32,0.58,0.56,0.46,,0.47
sum 4x8xf64,0.57,0.58,0.59,,
sum 8x12xf16,0.97,,0.66,,
sum 8x12xf32,0.95,0.73,0.61,,0.63
sum 8x12xf64,0.95,0.73,0.75,,
sum 8x16xf16,0.97,,0.69,,
sum 8x16xf32,0.96,0.74,0.65,,0.68
sum 8x16xf64,0.96,0.74,0.80,,
sum 8x20xf16,0.98,,0.72,,
sum 8x20xf32,0.97,0.75,0.69,,0.72
sum 8x20xf64,0.97,0.75,0.83,,
sum 8x24xf16,0.98,,0.74,,
sum 8x24xf32,0.97,0.76,0.72,,0.75
sum 8x28xf16,0.98,,0.76,,
sum 8x28xf32,0.98,0.76,0.74,,0.77
sum 8x32xf16,0.99,,0.78,,
sum 8x32xf32,0.98,0.77,0.76,,0.79
sum 8x36xf16,0.99,,0.79,,
sum 8x36xf32,0.98,0.77,0.78,,0.81
sum 8x40xf16,0.99,,0.81,,
sum 8x40xf32,0.98,0.77,0.80,,0.82
sum 8x44xf16,0.99,,0.82,,
sum 8x44xf32,0.99,0.77,0.81,,0.84
sum 8x48xf16,0.99,,0.83,,
sum 8x48xf32,0.99,0.77,0.82,,0.85
sum 8x4xf16,0.90,,0.56,,
sum 8x4xf32,0.58,0.56,0.46,,0.47
sum 8x4xf64,0.57,0.58,0.59,,
sum 8x52xf16,0.99,,0.84,,
sum 8x52xf32,0.99,0.77,0.83,,0.86
sum 8x56xf16,0.99,,0.84,,
sum 8x56xf32,0.99,0.77,0.84,,0.86
sum 8x60xf16,0.99,,0.85,,
sum 8x60xf32,0.99,0.78,0.85,,0.87
sum 8x64xf16,0.99,,0.86,,
sum 8x64xf32,0.99,0.78,0.85,,0.88
sum 8x8xf16,0.95,,0.62,,
sum 8x8xf32,0.93,0.71,0.54,,0.57
sum 8x8xf64,0.93,0.71,0.69,,
