kernels,baseline,linalg,linalg_xdsl,snitch_stream,snrt
matmul 8x24x20xf64,21086,,4293,,
matmul 8x24x24xf64,25380,,5125,,
matmul 8x24x28xf64,29540,,5963,,
matmul 8x24x32xf64,33537,,6854,,
matmul 8x24x36xf64,38065,,7653,,
matmul 8x24x40xf64,44149,,8517,,
matmul 8x24x44xf64,46945,,9398,,
matmul 8x24x48xf64,51176,,10181,,
matmul 8x24x4xf64,4429,,909,,
matmul 8x24x52xf64,57524,,11094,,
matmul 8x24x56xf64,61903,,11844,,
matmul 8x24x60xf64,66287,,12709,,
matmul 8x24x64xf64,73744,,13637,,
matmul 8x24x8xf64,8589,,1772,,
matmul 8x28x12xf64,14942,,2981,,
matmul 8x28x16xf64,19774,,3974,,
matmul 8x28x20xf64,25625,,4939,,
matmul 8x28x24xf64,30649,,5893,,
matmul 8x28x28xf64,35682,,6852,,
matmul 8x28x32xf64,43406,,7878,,
matmul 8x28x36xf64,48791,,8805,,
matmul 8x28x40xf64,53031,,9803,,
matmul 8x28x44xf64,60062,,10806,,
matmul 8x28x48xf64,65476,,11717,,
matmul 8x28x4xf64,5278,,1037,,
matmul 8x28x52xf64,75068,,12758,,
matmul 8x28x56xf64,80796,,13643,,
matmul 8x28x60xf64,87460,,14629,,
matmul 8x28x64xf64,92303,,15685,,
matmul 8x28x8xf64,10116,,2028,,
matmul 8x32x12xf64,21518,,3365,,
matmul 8x32x16xf64,29033,,4491,,
matmul 8x32x20xf64,36169,,5579,,
matmul 8x32x24xf64,43384,,6661,,
matmul 8x32x28xf64,50605,,7755,,
matmul 8x32x32xf64,57815,,8907,,
matmul 8x32x36xf64,65034,,9957,,
matmul 8x32x40xf64,72284,,11077,,
matmul 8x32x44xf64,79552,,12219,,
matmul 8x32x48xf64,86772,,13253,,
matmul 8x32x4xf64,6550,,1159,,
matmul 8x32x52xf64,94050,,14427,,
matmul 8x32x56xf64,101274,,15428,,
matmul 8x32x60xf64,108504,,16549,,
matmul 8x32x64xf64,115808,,17739,,
matmul 8x32x8xf64,14221,,2282,,
matmul 8x36x12xf64,24815,,3749,,
matmul 8x36x16xf64,33234,,5003,,
matmul 8x36x20xf64,41881,,6219,,
matmul 8x36x24xf64,50233,,7429,,
matmul 8x36x28xf64,58585,,8651,,
matmul 8x36x32xf64,66937,,9931,,
matmul 8x36x36xf64,75297,,11110,,
matmul 8x36x40xf64,83681,,12363,,
matmul 8x36x44xf64,92083,,13627,,
matmul 8x36x48xf64,100443,,14789,,
matmul 8x36x4xf64,8316,,1287,,
matmul 8x36x52xf64,108857,,16091,,
matmul 8x36x56xf64,117221,,17227,,
matmul 8x36x60xf64,125585,,18469,,
matmul 8x36x64xf64,134014,,19787,,
matmul 8x36x8xf64,16627,,2539,,
matmul 8x40x12xf64,27503,,4133,,
matmul 8x40x16xf64,36818,,5515,,
matmul 8x40x20xf64,46363,,6859,,
matmul 8x40x24xf64,55611,,8197,,
matmul 8x40x28xf64,64859,,9547,,
matmul 8x40x32xf64,74107,,10955,,
matmul 8x40x36xf64,83355,,12261,,
matmul 8x40x40xf64,92643,,13643,,
matmul 8x40x44xf64,101941,,15035,,
matmul 8x40x48xf64,111197,,16325,,
matmul 8x40x4xf64,9212,,1415,,
matmul 8x40x52xf64,120511,,17767,,
matmul 8x40x56xf64,129766,,19019,,
matmul 8x40x60xf64,139031,,20389,,
matmul 8x40x64xf64,148343,,21835,,
matmul 8x40x8xf64,18419,,2795,,
matmul 8x44x12xf64,30191,,4517,,
matmul 8x44x16xf64,40402,,6027,,
matmul 8x44x20xf64,50843,,7499,,
matmul 8x44x24xf64,60987,,8965,,
matmul 8x44x28xf64,71131,,10443,,
matmul 8x44x32xf64,81275,,11979,,
matmul 8x44x36xf64,91419,,13413,,
matmul 8x44x40xf64,101603,,14923,,
matmul 8x44x44xf64,111796,,16443,,
matmul 8x44x48xf64,121949,,17861,,
matmul 8x44x4xf64,10108,,1543,,
matmul 8x44x52xf64,132159,,19419,,
matmul 8x44x56xf64,142315,,20811,,
matmul 8x44x60xf64,152471,,22309,,
matmul 8x44x64xf64,162679,,23883,,
matmul 8x44x8xf64,20211,,3051,,
matmul 8x48x12xf64,32879,,4901,,
matmul 8x48x16xf64,43986,,6539,,
matmul 8x48x20xf64,55323,,8133,,
matmul 8x48x24xf64,66363,,9733,,
matmul 8x48x28xf64,77403,,11339,,
matmul 8x48x32xf64,88443,,13003,,
matmul 8x48x36xf64,99483,,14565,,
matmul 8x48x40xf64,110563,,16203,,
matmul 8x48x44xf64,121653,,17851,,
matmul 8x48x48xf64,132700,,19397,,
matmul 8x48x4xf64,11004,,1671,,
matmul 8x48x52xf64,143807,,21083,,
matmul 8x48x56xf64,154854,,22603,,
matmul 8x48x60xf64,165911,,24229,,
matmul 8x48x64xf64,177015,,25931,,
matmul 8x48x8xf64,22003,,3307,,
matmul 8x4x12xf64,2435,,675,,
matmul 8x4x16xf64,3235,,908,,
matmul 8x4x20xf64,4035,,1092,,
matmul 8x4x24xf64,4835,,1283,,
matmul 8x4x28xf64,5635,,1481,,
matmul 8x4x32xf64,6435,,1732,,
matmul 8x4x36xf64,7235,,1891,,
matmul 8x4x40xf64,8035,,2116,,
matmul 8x4x44xf64,8835,,2364,,
matmul 8x4x48xf64,9635,,2499,,
matmul 8x4x4xf64,822,,263,,
matmul 8x4x52xf64,10435,,2780,,
matmul 8x4x56xf64,11238,,2883,,
matmul 8x4x60xf64,12038,,3107,,
matmul 8x4x64xf64,12838,,3404,,
matmul 8x4x8xf64,1631,,492,,
matmul 8x52x12xf64,35567,,5285,,
matmul 8x52x16xf64,47570,,7051,,
matmul 8x52x20xf64,59807,,8773,,
matmul 8x52x24xf64,71743,,10501,,
matmul 8x52x28xf64,83679,,12235,,
matmul 8x52x32xf64,95615,,14027,,
matmul 8x52x36xf64,107551,,15717,,
matmul 8x52x40xf64,119527,,17483,,
matmul 8x52x44xf64,131516,,19259,,
matmul 8x52x48xf64,143460,,20933,,
matmul 8x52x4xf64,11900,,1799,,
matmul 8x52x52xf64,155444,,22747,,
matmul 8x52x56xf64,167392,,24395,,
matmul 8x52x60xf64,179340,,26149,,
matmul 8x52x64xf64,191354,,27979,,
matmul 8x52x8xf64,23795,,3563,,
matmul 8x56x12xf64,38255,,5669,,
matmul 8x56x16xf64,51146,,7563,,
matmul 8x56x20xf64,64287,,9413,,
matmul 8x56x24xf64,77119,,11269,,
matmul 8x56x28xf64,89951,,13131,,
matmul 8x56x32xf64,102783,,15051,,
matmul 8x56x36xf64,115615,,16869,,
matmul 8x56x40xf64,128487,,18763,,
matmul 8x56x44xf64,141372,,20667,,
matmul 8x56x48xf64,154212,,22469,,
matmul 8x56x4xf64,12796,,1927,,
matmul 8x56x52xf64,167092,,24411,,
matmul 8x56x56xf64,179942,,26180,,
matmul 8x56x60xf64,192780,,28069,,
matmul 8x56x64xf64,205690,,30027,,
matmul 8x56x8xf64,25587,,3819,,
matmul 8x60x12xf64,40943,,6053,,
matmul 8x60x16xf64,54730,,8075,,
matmul 8x60x20xf64,68767,,10053,,
matmul 8x60x24xf64,82495,,12037,,
matmul 8x60x28xf64,96223,,14027,,
matmul 8x60x32xf64,109951,,16075,,
matmul 8x60x36xf64,123679,,18021,,
matmul 8x60x40xf64,137447,,20043,,
matmul 8x60x44xf64,151228,,22075,,
matmul 8x60x48xf64,164964,,24005,,
matmul 8x60x4xf64,13692,,2055,,
matmul 8x60x52xf64,178740,,26075,,
matmul 8x60x56xf64,192480,,27979,,
matmul 8x60x60xf64,206220,,29989,,
matmul 8x60x64xf64,220026,,32075,,
matmul 8x60x8xf64,27379,,4075,,
matmul 8x64x12xf64,43631,,6437,,
matmul 8x64x16xf64,58314,,8581,,
matmul 8x64x20xf64,73247,,10699,,
matmul 8x64x24xf64,87877,,12811,,
matmul 8x64x28xf64,102495,,14923,,
matmul 8x64x32xf64,117125,,17093,,
matmul 8x64x36xf64,131743,,19173,,
matmul 8x64x40xf64,146413,,21317,,
matmul 8x64x44xf64,161084,,23483,,
matmul 8x64x48xf64,175710,,25547,,
matmul 8x64x4xf64,14594,,2183,,
matmul 8x64x52xf64,190388,,27739,,
matmul 8x64x56xf64,205040,,29764,,
matmul 8x64x60xf64,219660,,31909,,
matmul 8x64x64xf64,234370,,34124,,
matmul 8x64x8xf64,29163,,4325,,
matmul 8x8x12xf64,4458,,1059,,
matmul 8x8x16xf64,5930,,1420,,
matmul 8x8x20xf64,7402,,1732,,
matmul 8x8x24xf64,8868,,2051,,
matmul 8x8x28xf64,10340,,2377,,
matmul 8x8x32xf64,11812,,2764,,
matmul 8x8x36xf64,13284,,3044,,
matmul 8x8x40xf64,14756,,3397,,
matmul 8x8x44xf64,16228,,3766,,
matmul 8x8x48xf64,17700,,4043,,
matmul 8x8x4xf64,1492,,391,,
matmul 8x8x52xf64,19172,,4450,,
matmul 8x8x56xf64,20650,,4676,,
matmul 8x8x60xf64,22115,,5035,,
matmul 8x8x64xf64,23596,,5452,,
matmul 8x8x8xf64,2976,,748,,
matmul_transb 1x12x40xf32,,,,416,
matmul_transb 1x16x40xf32,,,,497,
matmul_transb 1x20x16xf32,,,,264,
matmul_transb 1x20x24xf32,,,,368,
matmul_transb 1x20x32xf32,,,,473,
matmul_transb 1x20x40xf32,,,,577,
matmul_transb 1x20x8xf32,,,,160,
matmul_transb 1x4x40xf32,,,,295,
matmul_transb 1x8x40xf32,,,,336,
pooling_nchw_max_d1_s2_3x3 12x12xf64,4761,4532,2223,,
pooling_nchw_max_d1_s2_3x3 12x16xf64,6221,6026,2739,,
pooling_nchw_max_d1_s2_3x3 12x20xf64,7677,7515,3271,,
pooling_nchw_max_d1_s2_3x3 12x4xf64,1790,1155,582,,
pooling_nchw_max_d1_s2_3x3 12x8xf64,3305,2739,1683,,
pooling_nchw_max_d1_s2_3x3 16x12xf64,6221,6039,2944,,
pooling_nchw_max_d1_s2_3x3 16x16xf64,8121,8024,3643,,
pooling_nchw_max_d1_s2_3x3 16x20xf64,10025,9999,4351,,
pooling_nchw_max_d1_s2_3x3 16x4xf64,2334,1527,758,,
pooling_nchw_max_d1_s2_3x3 16x8xf64,4313,3639,2235,,
pooling_nchw_max_d1_s2_3x3 20x12xf64,7677,7539,3672,,
pooling_nchw_max_d1_s2_3x3 20x16xf64,10025,10017,4547,,
pooling_nchw_max_d1_s2_3x3 20x20xf64,12377,12491,5429,,
pooling_nchw_max_d1_s2_3x3 20x4xf64,2878,1899,934,,
pooling_nchw_max_d1_s2_3x3 20x8xf64,5321,4539,2787,,
pooling_nchw_max_d1_s2_3x3 4x12xf64,1851,1482,767,,
pooling_nchw_max_d1_s2_3x3 4x16xf64,2411,2000,931,,
pooling_nchw_max_d1_s2_3x3 4x20xf64,2971,2494,1106,,
pooling_nchw_max_d1_s2_3x3 4x4xf64,711,396,224,,
pooling_nchw_max_d1_s2_3x3 4x8xf64,1291,752,579,,
pooling_nchw_max_d1_s2_3x3 8x12xf64,3305,3015,1495,,
pooling_nchw_max_d1_s2_3x3 8x16xf64,4313,4022,1835,,
pooling_nchw_max_d1_s2_3x3 8x20xf64,5321,4999,2186,,
pooling_nchw_max_d1_s2_3x3 8x4xf64,1246,783,406,,
pooling_nchw_max_d1_s2_3x3 8x8xf64,2297,1799,1131,,
pooling_nchw_sum_d1_s2_3x3 12x12xf64,6622,6706,2258,,
pooling_nchw_sum_d1_s2_3x3 12x16xf64,8645,8914,2833,,
pooling_nchw_sum_d1_s2_3x3 12x20xf64,10673,11122,3360,,
pooling_nchw_sum_d1_s2_3x3 12x4xf64,2532,2068,612,,
pooling_nchw_sum_d1_s2_3x3 12x8xf64,4594,4169,1729,,
pooling_nchw_sum_d1_s2_3x3 16x12xf64,8645,8914,3001,,
pooling_nchw_sum_d1_s2_3x3 16x16xf64,11305,11871,3777,,
pooling_nchw_sum_d1_s2_3x3 16x20xf64,13957,14815,4472,,
pooling_nchw_sum_d1_s2_3x3 16x4xf64,3304,2732,796,,
pooling_nchw_sum_d1_s2_3x3 16x8xf64,5998,5533,2297,,
pooling_nchw_sum_d1_s2_3x3 20x12xf64,10673,11122,3745,,
pooling_nchw_sum_d1_s2_3x3 20x16xf64,13957,14815,4713,,
pooling_nchw_sum_d1_s2_3x3 20x20xf64,17233,18495,5584,,
pooling_nchw_sum_d1_s2_3x3 20x4xf64,4076,3396,980,,
pooling_nchw_sum_d1_s2_3x3 20x8xf64,7402,6897,2865,,
pooling_nchw_sum_d1_s2_3x3 4x12xf64,2558,2281,770,,
pooling_nchw_sum_d1_s2_3x3 4x16xf64,3338,3013,961,,
pooling_nchw_sum_d1_s2_3x3 4x20xf64,4118,3745,1137,,
pooling_nchw_sum_d1_s2_3x3 4x4xf64,982,728,230,,
pooling_nchw_sum_d1_s2_3x3 4x8xf64,1774,1349,593,,
pooling_nchw_sum_d1_s2_3x3 8x12xf64,4594,4498,1514,,
pooling_nchw_sum_d1_s2_3x3 8x16xf64,5998,5970,1897,,
pooling_nchw_sum_d1_s2_3x3 8x20xf64,7402,7442,2249,,
pooling_nchw_sum_d1_s2_3x3 8x4xf64,1760,1404,428,,
pooling_nchw_sum_d1_s2_3x3 8x8xf64,3190,2805,1161,,
relu 12x12xf64,890,602,178,,
relu 12x16xf64,1182,790,226,,
relu 12x20xf64,1467,982,274,,
relu 12x4xf64,311,216,82,,
relu 12x8xf64,601,408,130,,
relu 16x12xf64,1178,794,226,,
relu 16x16xf64,1561,1053,289,,
relu 16x20xf64,1942,1307,353,,
relu 16x40xf32,,,,354,
relu 16x4xf64,407,280,98,,
relu 16x8xf64,793,536,162,,
relu 20x12xf64,1466,986,274,,
relu 20x16xf64,1944,1301,353,,
relu 20x20xf64,2422,1627,433,,
relu 20x4xf64,503,344,114,,
relu 20x8xf64,985,664,194,,
relu 24x40xf32,,,,514,
relu 32x40xf32,,,,674,
relu 40x16xf32,,,,354,
relu 40x24xf32,,,,514,
relu 40x32xf32,,,,674,
relu 40x40xf32,,,,834,
relu 40x8xf32,,,,195,
relu 4x12xf64,308,213,82,,
relu 4x16xf64,404,277,98,,
relu 4x20xf64,507,342,114,,
relu 4x4xf64,114,83,50,,
relu 4x8xf64,212,149,66,,
relu 8x12xf64,602,410,130,,
relu 8x16xf64,798,534,162,,
relu 8x20xf64,987,662,194,,
relu 8x40xf32,,,,195,
relu 8x4xf64,212,149,66,,
relu 8x8xf64,404,277,98,,
saxpy 64xf32,597,597,,,100
sum 12x12xf64,1317,861,179,,
sum 12x16xf64,1749,1137,227,,
sum 12x20xf64,2181,1413,275,,
sum 12x4xf64,453,286,83,,
sum 12x8xf64,885,585,131,,
sum 16x12xf64,1749,1113,227,,
sum 16x16xf64,2326,1480,290,,
sum 16x20xf64,2898,1843,354,,
sum 16x40xf32,,,354,,
sum 16x4xf64,597,385,99,,
sum 16x8xf64,1173,749,163,,
sum 20x12xf64,2181,1389,275,,
sum 20x16xf64,2898,1830,354,,
sum 20x20xf64,3618,2282,435,,
sum 20x4xf64,741,485,115,,
sum 20x8xf64,1461,937,195,,
sum 24x40xf32,,,523,,
sum 32x40xf32,,,674,,
sum 40x16xf32,,,354,,
sum 40x24xf32,,,523,,
sum 40x32xf32,,,674,,
sum 40x40xf32,,,834,,
sum 40x8xf32,,,195,,
sum 4x12xf16,741,,55,,
sum 4x12xf32,453,323,59,,52
sum 4x12xf64,453,321,83,,
sum 4x16xf16,981,,59,,
sum 4x16xf32,597,423,67,,60
sum 4x16xf64,597,421,99,,
sum 4x20xf16,1221,,63,,
sum 4x20xf32,741,523,75,,68
sum 4x20xf64,741,521,115,,
sum 4x24xf16,1461,,67,,
sum 4x24xf32,885,623,83,,76
sum 4x28xf16,1701,,71,,
sum 4x28xf32,1029,723,91,,84
sum 4x32xf16,1941,,75,,
sum 4x32xf32,1173,823,99,,92
sum 4x36xf16,2181,,79,,
sum 4x36xf32,1317,923,107,,100
sum 4x40xf16,2421,,83,,
sum 4x40xf32,1461,1023,115,,108
sum 4x44xf16,2661,,87,,
sum 4x44xf32,1605,1123,123,,116
sum 4x48xf16,2901,,91,,
sum 4x48xf32,1749,1223,131,,124
sum 4x4xf16,261,,33,,
sum 4x4xf32,157,104,37,,39
sum 4x4xf64,157,104,45,,
sum 4x52xf16,3141,,95,,
sum 4x52xf32,1893,1323,139,,132
sum 4x56xf16,3381,,99,,
sum 4x56xf32,2037,1423,147,,140
sum 4x60xf16,3621,,103,,
sum 4x60xf32,2181,1523,155,,148
sum 4x64xf16,3861,,107,,
sum 4x64xf32,2325,1623,163,,156
sum 4x8xf16,501,,51,,
sum 4x8xf32,307,198,51,,44
sum 4x8xf64,315,198,67,,
sum 8x12xf16,1461,,67,,
sum 8x12xf32,885,587,83,,76
sum 8x12xf64,885,585,131,,
sum 8x16xf16,1941,,75,,
sum 8x16xf32,1173,775,99,,92
sum 8x16xf64,1173,773,163,,
sum 8x20xf16,2421,,83,,
sum 8x20xf32,1461,963,115,,108
sum 8x20xf64,1461,961,195,,
sum 8x24xf16,2901,,91,,
sum 8x24xf32,1749,1151,131,,124
sum 8x28xf16,3381,,99,,
sum 8x28xf32,2037,1339,147,,140
sum 8x32xf16,3861,,107,,
sum 8x32xf32,2325,1527,163,,156
sum 8x36xf16,4341,,115,,
sum 8x36xf32,2613,1715,179,,172
sum 8x40xf16,4821,,123,,
sum 8x40xf32,2901,1903,195,,188
sum 8x44xf16,5301,,131,,
sum 8x44xf32,3189,2091,211,,204
sum 8x48xf16,5781,,139,,
sum 8x48xf32,3477,2279,227,,220
sum 8x4xf16,501,,51,,
sum 8x4xf32,307,198,51,,44
sum 8x4xf64,315,198,67,,
sum 8x52xf16,6261,,147,,
sum 8x52xf32,3765,2467,243,,236
sum 8x56xf16,6741,,155,,
sum 8x56xf32,4053,2655,259,,252
sum 8x60xf16,7221,,163,,
sum 8x60xf32,4341,2843,275,,268
sum 8x64xf16,7701,,171,,
sum 8x64xf32,4630,3032,290,,284
sum 8x8xf16,981,,59,,
sum 8x8xf32,597,399,67,,60
sum 8x8xf64,597,397,99,,
