kernels,baseline,linalg,linalg_xdsl,snitch_stream,snrt
matmul 4x8x8xf64,0.20,,0.71,,
matmul 8x12x12xf64,0.21,,0.89,,
matmul 8x12x16xf64,0.21,,0.91,,
matmul 8x12x20xf64,0.21,,0.92,,
matmul 8x12x24xf64,0.21,,0.93,,
matmul 8x12x28xf64,0.22,,0.93,,
matmul 8x12x32xf64,0.22,,0.94,,
matmul 8x12x36xf64,0.22,,0.94,,
matmul 8x12x40xf64,0.22,,0.94,,
matmul 8x12x44xf64,0.22,,0.94,,
matmul 8x12x48xf64,0.22,,0.95,,
matmul 8x12x4xf64,0.19,,0.80,,
matmul 8x12x52xf64,0.22,,0.95,,
matmul 8x12x56xf64,0.22,,0.95,,
matmul 8x12x60xf64,0.22,,0.95,,
matmul 8x12x64xf64,0.22,,0.95,,
matmul 8x12x8xf64,0.21,,0.86,,
matmul 8x16x12xf64,0.21,,0.91,,
matmul 8x16x16xf64,0.22,,0.93,,
matmul 8x16x20xf64,0.22,,0.94,,
matmul 8x16x24xf64,0.22,,0.94,,
matmul 8x16x28xf64,0.22,,0.95,,
matmul 8x16x32xf64,0.22,,0.95,,
matmul 8x16x36xf64,0.22,,0.95,,
matmul 8x16x40xf64,0.22,,0.95,,
matmul 8x16x44xf64,0.22,,0.96,,
matmul 8x16x48xf64,0.22,,0.96,,
matmul 8x16x4xf64,0.20,,0.83,,
matmul 8x16x52xf64,0.22,,0.96,,
matmul 8x16x56xf64,0.22,,0.96,,
matmul 8x16x60xf64,0.22,,0.96,,
matmul 8x16x64xf64,0.22,,0.96,,
matmul 8x16x8xf64,0.21,,0.89,,
matmul 8x20x12xf64,0.22,,0.93,,
matmul 8x20x16xf64,0.22,,0.94,,
matmul 8x20x20xf64,0.22,,0.95,,
matmul 8x20x24xf64,0.22,,0.95,,
matmul 8x20x28xf64,0.22,,0.96,,
matmul 8x20x32xf64,0.22,,0.96,,
matmul 8x20x36xf64,0.22,,0.96,,
matmul 8x20x40xf64,0.22,,0.96,,
matmul 8x20x44xf64,0.22,,0.96,,
matmul 8x20x48xf64,0.22,,0.96,,
matmul 8x20x4xf64,0.20,,0.86,,
matmul 8x20x52xf64,0.22,,0.97,,
matmul 8x20x56xf64,0.22,,0.97,,
matmul 8x20x60xf64,0.22,,0.97,,
matmul 8x20x64xf64,0.22,,0.97,,
matmul 8x20x8xf64,0.22,,0.91,,
matmul 8x24x12xf64,0.22,,0.94,,
matmul 8x24x16xf64,0.22,,0.95,,
matmul 8x24x20xf64,0.22,,0.95,,
matmul 8x24x24xf64,0.22,,0.96,,
matmul 8x24x28xf64,0.22,,0.96,,
matmul 8x24x32xf64,0.22,,0.96,,
matmul 8x24x36xf64,0.22,,0.97,,
matmul 8x24x40xf64,0.22,,0.97,,
matmul 8x24x44xf64,0.22,,0.97,,
matmul 8x24x48xf64,0.22,,0.97,,
matmul 8x24x4xf64,0.21,,0.88,,
matmul 8x24x52xf64,0.22,,0.97,,
matmul 8x24x56xf64,0.22,,0.97,,
matmul 8x24x60xf64,0.22,,0.97,,
matmul 8x24x64xf64,0.22,,0.97,,
matmul 8x24x8xf64,0.22,,0.92,,
matmul 8x28x12xf64,0.22,,0.95,,
matmul 8x28x16xf64,0.22,,0.95,,
matmul 8x28x20xf64,0.22,,0.96,,
matmul 8x28x24xf64,0.22,,0.96,,
matmul 8x28x28xf64,0.22,,0.97,,
matmul 8x28x32xf64,0.22,,0.97,,
matmul 8x28x36xf64,0.22,,0.97,,
matmul 8x28x40xf64,0.22,,0.97,,
matmul 8x28x44xf64,0.22,,0.97,,
matmul 8x28x48xf64,0.22,,0.97,,
matmul 8x28x4xf64,0.21,,0.89,,
matmul 8x28x52xf64,0.22,,0.97,,
matmul 8x28x56xf64,0.22,,0.98,,
matmul 8x28x60xf64,0.22,,0.98,,
matmul 8x28x64xf64,0.22,,0.98,,
matmul 8x28x8xf64,0.21,,0.93,,
matmul 8x32x12xf64,0.15,,0.95,,
matmul 8x32x16xf64,0.14,,0.96,,
matmul 8x32x20xf64,0.15,,0.96,,
matmul 8x32x24xf64,0.15,,0.97,,
matmul 8x32x28xf64,0.15,,0.97,,
matmul 8x32x32xf64,0.15,,0.97,,
matmul 8x32x36xf64,0.15,,0.97,,
matmul 8x32x40xf64,0.15,,0.98,,
matmul 8x32x44xf64,0.15,,0.98,,
matmul 8x32x48xf64,0.15,,0.98,,
matmul 8x32x4xf64,0.15,,0.89,,
matmul 8x32x52xf64,0.15,,0.98,,
matmul 8x32x56xf64,0.15,,0.98,,
matmul 8x32x60xf64,0.15,,0.98,,
matmul 8x32x64xf64,0.15,,0.98,,
matmul 8x32x8xf64,0.15,,0.93,,
matmul 8x36x12xf64,0.14,,0.96,,
matmul 8x36x16xf64,0.14,,0.96,,
matmul 8x36x20xf64,0.14,,0.97,,
matmul 8x36x24xf64,0.14,,0.97,,
matmul 8x36x28xf64,0.14,,0.97,,
matmul 8x36x32xf64,0.14,,0.97,,
matmul 8x36x36xf64,0.14,,0.98,,
matmul 8x36x40xf64,0.14,,0.98,,
matmul 8x36x44xf64,0.14,,0.98,,
matmul 8x36x48xf64,0.14,,0.98,,
matmul 8x36x4xf64,0.14,,0.90,,
matmul 8x36x52xf64,0.14,,0.98,,
matmul 8x36x56xf64,0.14,,0.98,,
matmul 8x36x60xf64,0.14,,0.98,,
matmul 8x36x64xf64,0.14,,0.98,,
matmul 8x36x8xf64,0.14,,0.94,,
matmul 8x40x12xf64,0.14,,0.96,,
matmul 8x40x16xf64,0.14,,0.97,,
matmul 8x40x20xf64,0.14,,0.97,,
matmul 8x40x24xf64,0.14,,0.97,,
matmul 8x40x28xf64,0.14,,0.97,,
matmul 8x40x32xf64,0.14,,0.98,,
matmul 8x40x36xf64,0.14,,0.98,,
matmul 8x40x40xf64,0.14,,0.98,,
matmul 8x40x44xf64,0.14,,0.98,,
matmul 8x40x48xf64,0.14,,0.98,,
matmul 8x40x4xf64,0.14,,0.91,,
matmul 8x40x52xf64,0.14,,0.98,,
matmul 8x40x56xf64,0.14,,0.98,,
matmul 8x40x60xf64,0.14,,0.98,,
matmul 8x40x64xf64,0.14,,0.98,,
matmul 8x40x8xf64,0.14,,0.95,,
matmul 8x44x12xf64,0.14,,0.96,,
matmul 8x44x16xf64,0.14,,0.97,,
matmul 8x44x20xf64,0.14,,0.97,,
matmul 8x44x24xf64,0.14,,0.97,,
matmul 8x44x28xf64,0.14,,0.98,,
matmul 8x44x32xf64,0.14,,0.98,,
matmul 8x44x36xf64,0.14,,0.98,,
matmul 8x44x40xf64,0.14,,0.98,,
matmul 8x44x44xf64,0.14,,0.98,,
matmul 8x44x48xf64,0.14,,0.98,,
matmul 8x44x4xf64,0.14,,0.93,,
matmul 8x44x52xf64,0.14,,0.98,,
matmul 8x44x56xf64,0.14,,0.98,,
matmul 8x44x60xf64,0.14,,0.98,,
matmul 8x44x64xf64,0.14,,0.98,,
matmul 8x44x8xf64,0.14,,0.95,,
matmul 8x48x12xf64,0.14,,0.97,,
matmul 8x48x16xf64,0.14,,0.97,,
matmul 8x48x20xf64,0.14,,0.97,,
matmul 8x48x24xf64,0.14,,0.98,,
matmul 8x48x28xf64,0.14,,0.98,,
matmul 8x48x32xf64,0.14,,0.98,,
matmul 8x48x36xf64,0.14,,0.98,,
matmul 8x48x40xf64,0.14,,0.98,,
matmul 8x48x44xf64,0.14,,0.98,,
matmul 8x48x48xf64,0.14,,0.98,,
matmul 8x48x4xf64,0.14,,0.93,,
matmul 8x48x52xf64,0.14,,0.98,,
matmul 8x48x56xf64,0.14,,0.98,,
matmul 8x48x60xf64,0.14,,0.99,,
matmul 8x48x64xf64,0.14,,0.99,,
matmul 8x48x8xf64,0.14,,0.96,,
matmul 8x4x12xf64,0.20,,0.78,,
matmul 8x4x16xf64,0.18,,0.81,,
matmul 8x4x20xf64,0.19,,0.83,,
matmul 8x4x24xf64,0.19,,0.85,,
matmul 8x4x28xf64,0.19,,0.86,,
matmul 8x4x32xf64,0.19,,0.87,,
matmul 8x4x36xf64,0.19,,0.87,,
matmul 8x4x40xf64,0.19,,0.88,,
matmul 8x4x44xf64,0.19,,0.88,,
matmul 8x4x48xf64,0.19,,0.88,,
matmul 8x4x4xf64,0.20,,0.63,,
matmul 8x4x52xf64,0.19,,0.89,,
matmul 8x4x56xf64,0.19,,0.89,,
matmul 8x4x60xf64,0.19,,0.89,,
matmul 8x4x64xf64,0.19,,0.89,,
matmul 8x4x8xf64,0.19,,0.73,,
matmul 8x52x12xf64,0.14,,0.97,,
matmul 8x52x16xf64,0.14,,0.97,,
matmul 8x52x20xf64,0.14,,0.98,,
matmul 8x52x24xf64,0.14,,0.98,,
matmul 8x52x28xf64,0.14,,0.98,,
matmul 8x52x32xf64,0.14,,0.98,,
matmul 8x52x36xf64,0.14,,0.98,,
matmul 8x52x40xf64,0.14,,0.98,,
matmul 8x52x44xf64,0.14,,0.98,,
matmul 8x52x48xf64,0.14,,0.98,,
matmul 8x52x4xf64,0.14,,0.94,,
matmul 8x52x52xf64,0.14,,0.98,,
matmul 8x52x56xf64,0.14,,0.99,,
matmul 8x52x60xf64,0.14,,0.99,,
matmul 8x52x64xf64,0.14,,0.99,,
matmul 8x52x8xf64,0.14,,0.96,,
matmul 8x56x12xf64,0.14,,0.97,,
matmul 8x56x16xf64,0.14,,0.97,,
matmul 8x56x20xf64,0.14,,0.98,,
matmul 8x56x24xf64,0.14,,0.98,,
matmul 8x56x28xf64,0.14,,0.98,,
matmul 8x56x32xf64,0.14,,0.98,,
matmul 8x56x36xf64,0.14,,0.98,,
matmul 8x56x40xf64,0.14,,0.98,,
matmul 8x56x44xf64,0.14,,0.99,,
matmul 8x56x48xf64,0.14,,0.99,,
matmul 8x56x4xf64,0.14,,0.94,,
matmul 8x56x52xf64,0.14,,0.99,,
matmul 8x56x56xf64,0.14,,0.99,,
matmul 8x56x60xf64,0.14,,0.99,,
matmul 8x56x64xf64,0.14,,0.99,,
matmul 8x56x8xf64,0.14,,0.96,,
matmul 8x60x12xf64,0.14,,0.97,,
matmul 8x60x16xf64,0.14,,0.98,,
matmul 8x60x20xf64,0.14,,0.98,,
matmul 8x60x24xf64,0.14,,0.98,,
matmul 8x60x28xf64,0.14,,0.98,,
matmul 8x60x32xf64,0.14,,0.98,,
matmul 8x60x36xf64,0.14,,0.99,,
matmul 8x60x40xf64,0.14,,0.99,,
matmul 8x60x44xf64,0.14,,0.99,,
matmul 8x60x48xf64,0.14,,0.99,,
matmul 8x60x4xf64,0.14,,0.95,,
matmul 8x60x52xf64,0.14,,0.99,,
matmul 8x60x56xf64,0.14,,0.99,,
matmul 8x60x60xf64,0.14,,0.99,,
matmul 8x60x64xf64,0.14,,0.99,,
matmul 8x60x8xf64,0.14,,0.96,,
matmul 8x64x12xf64,0.14,,0.97,,
matmul 8x64x16xf64,0.14,,0.98,,
matmul 8x64x20xf64,0.14,,0.98,,
matmul 8x64x24xf64,0.14,,0.98,,
matmul 8x64x28xf64,0.14,,0.98,,
matmul 8x64x32xf64,0.14,,0.99,,
matmul 8x64x36xf64,0.14,,0.99,,
matmul 8x64x40xf64,0.14,,0.99,,
matmul 8x64x44xf64,0.14,,0.99,,
matmul 8x64x48xf64,0.14,,0.99,,
matmul 8x64x4xf64,0.14,,0.95,,
matmul 8x64x52xf64,0.14,,0.99,,
matmul 8x64x56xf64,0.14,,0.99,,
matmul 8x64x60xf64,0.14,,0.99,,
matmul 8x64x64xf64,0.14,,0.99,,
matmul 8x64x8xf64,0.14,,0.97,,
matmul 8x8x12xf64,0.20,,0.86,,
matmul 8x8x16xf64,0.20,,0.88,,
matmul 8x8x20xf64,0.21,,0.89,,
matmul 8x8x24xf64,0.21,,0.90,,
matmul 8x8x28xf64,0.21,,0.91,,
matmul 8x8x32xf64,0.21,,0.91,,
matmul 8x8x36xf64,0.21,,0.91,,
matmul 8x8x40xf64,0.21,,0.92,,
matmul 8x8x44xf64,0.21,,0.92,,
matmul 8x8x48xf64,0.21,,0.93,,
matmul 8x8x4xf64,0.19,,0.74,,
matmul 8x8x52xf64,0.21,,0.93,,
matmul 8x8x56xf64,0.21,,0.93,,
matmul 8x8x60xf64,0.21,,0.93,,
matmul 8x8x64xf64,0.21,,0.93,,
matmul 8x8x8xf64,0.20,,0.81,,
matmul_transb 1x12x40xf32,,,,0.67,
matmul_transb 1x16x40xf32,,,,0.70,
matmul_transb 1x20x16xf32,,,,0.60,
matmul_transb 1x20x24xf32,,,,0.67,
matmul_transb 1x20x32xf32,,,,0.71,
matmul_transb 1x20x40xf32,,,,0.74,
matmul_transb 1x20x8xf32,,,,0.46,
matmul_transb 1x4x40xf32,,,,0.43,
matmul_transb 1x8x40xf32,,,,0.59,
pooling_nchw_max_d1_s2_3x3 12x12xf64,0.33,0.29,0.71,,
pooling_nchw_max_d1_s2_3x3 12x16xf64,0.33,0.29,0.76,,
pooling_nchw_max_d1_s2_3x3 12x20xf64,0.33,0.29,0.80,,
pooling_nchw_max_d1_s2_3x3 12x4xf64,0.41,0.36,0.85,,
pooling_nchw_max_d1_s2_3x3 12x8xf64,0.33,0.31,0.62,,
pooling_nchw_max_d1_s2_3x3 16x12xf64,0.33,0.29,0.71,,
pooling_nchw_max_d1_s2_3x3 16x16xf64,0.33,0.29,0.76,,
pooling_nchw_max_d1_s2_3x3 16x20xf64,0.33,0.30,0.80,,
pooling_nchw_max_d1_s2_3x3 16x4xf64,0.42,0.36,0.88,,
pooling_nchw_max_d1_s2_3x3 16x8xf64,0.33,0.31,0.62,,
pooling_nchw_max_d1_s2_3x3 20x12xf64,0.33,0.29,0.71,,
pooling_nchw_max_d1_s2_3x3 20x16xf64,0.33,0.30,0.77,,
pooling_nchw_max_d1_s2_3x3 20x20xf64,0.33,0.30,0.81,,
pooling_nchw_max_d1_s2_3x3 20x4xf64,0.42,0.37,0.90,,
pooling_nchw_max_d1_s2_3x3 20x8xf64,0.33,0.31,0.63,,
pooling_nchw_max_d1_s2_3x3 4x12xf64,0.32,0.28,0.68,,
pooling_nchw_max_d1_s2_3x3 4x16xf64,0.33,0.28,0.74,,
pooling_nchw_max_d1_s2_3x3 4x20xf64,0.33,0.29,0.78,,
pooling_nchw_max_d1_s2_3x3 4x4xf64,0.39,0.30,0.65,,
pooling_nchw_max_d1_s2_3x3 4x8xf64,0.32,0.26,0.58,,
pooling_nchw_max_d1_s2_3x3 8x12xf64,0.33,0.28,0.70,,
pooling_nchw_max_d1_s2_3x3 8x16xf64,0.33,0.29,0.76,,
pooling_nchw_max_d1_s2_3x3 8x20xf64,0.33,0.29,0.80,,
pooling_nchw_max_d1_s2_3x3 8x4xf64,0.40,0.35,0.79,,
pooling_nchw_max_d1_s2_3x3 8x8xf64,0.33,0.30,0.61,,
pooling_nchw_sum_d1_s2_3x3 12x12xf64,0.20,0.19,0.68,,
pooling_nchw_sum_d1_s2_3x3 12x16xf64,0.20,0.20,0.74,,
pooling_nchw_sum_d1_s2_3x3 12x20xf64,0.20,0.20,0.77,,
pooling_nchw_sum_d1_s2_3x3 12x4xf64,0.23,0.20,0.84,,
pooling_nchw_sum_d1_s2_3x3 12x8xf64,0.20,0.20,0.60,,
pooling_nchw_sum_d1_s2_3x3 16x12xf64,0.20,0.20,0.69,,
pooling_nchw_sum_d1_s2_3x3 16x16xf64,0.20,0.20,0.74,,
pooling_nchw_sum_d1_s2_3x3 16x20xf64,0.20,0.20,0.78,,
pooling_nchw_sum_d1_s2_3x3 16x4xf64,0.23,0.20,0.87,,
pooling_nchw_sum_d1_s2_3x3 16x8xf64,0.20,0.20,0.60,,
pooling_nchw_sum_d1_s2_3x3 20x12xf64,0.20,0.20,0.69,,
pooling_nchw_sum_d1_s2_3x3 20x16xf64,0.20,0.20,0.74,,
pooling_nchw_sum_d1_s2_3x3 20x20xf64,0.20,0.20,0.78,,
pooling_nchw_sum_d1_s2_3x3 20x4xf64,0.23,0.21,0.88,,
pooling_nchw_sum_d1_s2_3x3 20x8xf64,0.20,0.21,0.61,,
pooling_nchw_sum_d1_s2_3x3 4x12xf64,0.21,0.19,0.65,,
pooling_nchw_sum_d1_s2_3x3 4x16xf64,0.21,0.19,0.70,,
pooling_nchw_sum_d1_s2_3x3 4x20xf64,0.21,0.19,0.74,,
pooling_nchw_sum_d1_s2_3x3 4x4xf64,0.22,0.17,0.66,,
pooling_nchw_sum_d1_s2_3x3 4x8xf64,0.20,0.19,0.56,,
pooling_nchw_sum_d1_s2_3x3 8x12xf64,0.20,0.19,0.67,,
pooling_nchw_sum_d1_s2_3x3 8x16xf64,0.20,0.19,0.73,,
pooling_nchw_sum_d1_s2_3x3 8x20xf64,0.20,0.19,0.76,,
pooling_nchw_sum_d1_s2_3x3 8x4xf64,0.23,0.19,0.79,,
pooling_nchw_sum_d1_s2_3x3 8x8xf64,0.20,0.20,0.59,,
relu 12x12xf64,0.23,0.23,0.75,,
relu 12x16xf64,0.23,0.24,0.80,,
relu 12x20xf64,0.24,0.24,0.83,,
relu 12x4xf64,0.20,0.19,0.51,,
relu 12x8xf64,0.22,0.24,0.67,,
relu 16x12xf64,0.24,0.23,0.80,,
relu 16x16xf64,0.24,0.24,0.78,,
relu 16x20xf64,0.24,0.24,0.87,,
relu 16x40xf32,,,,0.87,
relu 16x4xf64,0.21,0.20,0.58,,
relu 16x8xf64,0.23,0.24,0.73,,
relu 20x12xf64,0.24,0.24,0.83,,
relu 20x16xf64,0.24,0.25,0.87,,
relu 20x20xf64,0.24,0.24,0.89,,
relu 20x4xf64,0.22,0.21,0.63,,
relu 20x8xf64,0.24,0.24,0.77,,
relu 24x40xf32,,,,0.91,
relu 32x40xf32,,,,0.93,
relu 40x16xf32,,,,0.87,
relu 40x24xf32,,,,0.91,
relu 40x32xf32,,,,0.93,
relu 40x40xf32,,,,0.95,
relu 40x8xf32,,,,0.77,
relu 4x12xf64,0.17,0.17,0.51,,
relu 4x16xf64,0.18,0.18,0.58,,
relu 4x20xf64,0.21,0.21,0.63,,
relu 4x4xf64,0.13,0.14,0.25,,
relu 4x8xf64,0.16,0.16,0.41,,
relu 8x12xf64,0.22,0.22,0.67,,
relu 8x16xf64,0.22,0.24,0.73,,
relu 8x20xf64,0.23,0.23,0.77,,
relu 8x40xf32,,,,0.77,
relu 8x4xf64,0.16,0.16,0.41,,
relu 8x8xf64,0.18,0.18,0.58,,
saxpy 64xf32,0.10,0.10,,,0.46
sum 12x12xf64,0.11,0.16,0.70,,
sum 12x16xf64,0.11,0.17,0.76,,
sum 12x20xf64,0.11,0.17,0.80,,
sum 12x4xf64,0.10,0.15,0.44,,
sum 12x8xf64,0.11,0.16,0.61,,
sum 16x12xf64,0.11,0.17,0.76,,
sum 16x16xf64,0.11,0.17,0.77,,
sum 16x20xf64,0.11,0.17,0.82,,
sum 16x40xf32,,,0.83,,
sum 16x4xf64,0.10,0.15,0.51,,
sum 16x8xf64,0.11,0.16,0.68,,
sum 20x12xf64,0.11,0.17,0.80,,
sum 20x16xf64,0.11,0.17,0.82,,
sum 20x20xf64,0.11,0.17,0.85,,
sum 20x4xf64,0.10,0.16,0.57,,
sum 20x8xf64,0.11,0.17,0.72,,
sum 24x40xf32,,,0.87,,
sum 32x40xf32,,,0.91,,
sum 40x16xf32,,,0.83,,
sum 40x24xf32,,,0.87,,
sum 40x32xf32,,,0.91,,
sum 40x40xf32,,,0.93,,
sum 40x8xf32,,,0.70,,
sum 4x12xf16,0.31,,0.21,,
sum 4x12xf32,0.10,0.14,0.26,,0.31
sum 4x12xf64,0.10,0.14,0.44,,
sum 4x16xf16,0.31,,0.26,,
sum 4x16xf32,0.10,0.14,0.32,,0.38
sum 4x16xf64,0.10,0.14,0.51,,
sum 4x20xf16,0.32,,0.30,,
sum 4x20xf32,0.10,0.15,0.37,,0.43
sum 4x20xf64,0.10,0.15,0.57,,
sum 4x24xf16,0.32,,0.34,,
sum 4x24xf32,0.11,0.15,0.41,,0.47
sum 4x28xf16,0.32,,0.38,,
sum 4x28xf32,0.11,0.15,0.45,,0.51
sum 4x32xf16,0.32,,0.41,,
sum 4x32xf32,0.11,0.15,0.48,,0.54
sum 4x36xf16,0.32,,0.44,,
sum 4x36xf32,0.11,0.15,0.51,,0.57
sum 4x40xf16,0.32,,0.46,,
sum 4x40xf32,0.11,0.15,0.54,,0.60
sum 4x44xf16,0.33,,0.48,,
sum 4x44xf32,0.11,0.15,0.56,,0.62
sum 4x48xf16,0.33,,0.51,,
sum 4x48xf32,0.11,0.15,0.58,,0.64
sum 4x4xf16,0.32,,0.08,,
sum 4x4xf32,0.13,0.10,0.10,,0.12
sum 4x4xf64,0.13,0.10,0.20,,
sum 4x52xf16,0.33,,0.52,,
sum 4x52xf32,0.11,0.15,0.60,,0.66
sum 4x56xf16,0.33,,0.54,,
sum 4x56xf32,0.11,0.15,0.62,,0.67
sum 4x60xf16,0.33,,0.56,,
sum 4x60xf32,0.11,0.15,0.63,,0.69
sum 4x64xf16,0.33,,0.58,,
sum 4x64xf32,0.11,0.16,0.65,,0.70
sum 4x8xf16,0.30,,0.16,,
sum 4x8xf32,0.14,0.13,0.20,,0.24
sum 4x8xf64,0.14,0.14,0.35,,
sum 8x12xf16,0.32,,0.34,,
sum 8x12xf32,0.11,0.15,0.41,,0.47
sum 8x12xf64,0.11,0.15,0.61,,
sum 8x16xf16,0.32,,0.41,,
sum 8x16xf32,0.11,0.16,0.48,,0.54
sum 8x16xf64,0.11,0.16,0.68,,
sum 8x20xf16,0.32,,0.46,,
sum 8x20xf32,0.11,0.16,0.54,,0.60
sum 8x20xf64,0.11,0.16,0.72,,
sum 8x24xf16,0.33,,0.51,,
sum 8x24xf32,0.11,0.16,0.58,,0.64
sum 8x28xf16,0.33,,0.54,,
sum 8x28xf32,0.11,0.16,0.62,,0.67
sum 8x32xf16,0.33,,0.58,,
sum 8x32xf32,0.11,0.16,0.65,,0.70
sum 8x36xf16,0.33,,0.60,,
sum 8x36xf32,0.11,0.16,0.67,,0.72
sum 8x40xf16,0.33,,0.63,,
sum 8x40xf32,0.11,0.17,0.70,,0.75
sum 8x44xf16,0.33,,0.65,,
sum 8x44xf32,0.11,0.17,0.72,,0.76
sum 8x48xf16,0.33,,0.67,,
sum 8x48xf32,0.11,0.17,0.73,,0.78
sum 8x4xf16,0.30,,0.16,,
sum 8x4xf32,0.14,0.13,0.20,,0.24
sum 8x4xf64,0.14,0.14,0.35,,
sum 8x52xf16,0.33,,0.69,,
sum 8x52xf32,0.11,0.17,0.75,,0.79
sum 8x56xf16,0.33,,0.70,,
sum 8x56xf32,0.11,0.17,0.76,,0.80
sum 8x60xf16,0.33,,0.72,,
sum 8x60xf32,0.11,0.17,0.77,,0.81
sum 8x64xf16,0.33,,0.73,,
sum 8x64xf32,0.11,0.17,0.78,,0.82
sum 8x8xf16,0.31,,0.26,,
sum 8x8xf32,0.10,0.15,0.32,,0.38
sum 8x8xf64,0.10,0.15,0.51,,
