cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fpss_stores,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart,fpss_fpu_fmadd_issues
14202,15026,15023,2.9990237552879924,1.5190747972364074,3073,9216,0.216377974933108,0.465959059893859,6595,5057,3329,0.4643712153217856,0,193,1.0,1.0,0,6595,0.829351106639839,1357,0,0,0.0955499225461202,825,0.0,0.5599211378679059,0.0,2880
