tstart,start,snitch_issues,snitch_fseq_offloads,end_fpss,fpss_issues,fpss_fpu_issues,fpss_fpu_latency,tend,end,snitch_load_latency,snitch_loads,fpss_load_latency,fpss_loads,snitch_avg_load_latency,snitch_occupancy,snitch_fseq_rel_offloads,fseq_yield,fseq_fpu_yield,fpss_section_latency,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_occupancy,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,cycles,total_ipc
0.0,741,31,259,3063,643,585,1665,0.0,2869,0,0,0,0,0,0.01334481274214378,0.8931034482758621,2.4826254826254828,2.4826254826254828,194,2.8461538461538463,0,0.2767972449418855,0.25182953077916487,0.9097978227060654,2323,0.2901420576840293
