tstart,start,snitch_issues,snitch_fseq_offloads,end_fpss,fpss_issues,fpss_stores,fpss_loads,fpss_load_latency,fpss_fpu_issues,fpss_fpu_latency,tend,end,snitch_load_latency,snitch_loads,snitch_avg_load_latency,snitch_occupancy,snitch_fseq_rel_offloads,fseq_yield,fseq_fpu_yield,fpss_section_latency,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_occupancy,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,cycles,total_ipc
0.0,755,44,1106,3269,1106,118,476,475,508,1536,0.0,3241,0,0,0,0.01749502982107356,0.9617391304347827,1.0,1.0,28,3.0236220472440944,0.9978991596638656,0.4397614314115308,0.20198807157057655,0.4593128390596745,2515,0.4572564612326043
