tstart,start,snitch_issues,snitch_fseq_offloads,end_fpss,fpss_issues,fpss_loads,fpss_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_stores,tend,end,snitch_load_latency,snitch_loads,snitch_avg_load_latency,snitch_occupancy,snitch_fseq_rel_offloads,fseq_yield,fseq_fpu_yield,fpss_section_latency,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_occupancy,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,cycles,total_ipc
0.0,755,6885,1664,14340,1664,1088,1088,512,1536,64,0.0,14356,0,0,0,0.5061755624172916,0.19464264826295474,1.0,1.0,0,3.0,1.0,0.12233495074253786,0.03764152330539627,0.3076923076923077,13602,0.6285105131598294
