tstart,start,snitch_issues,snitch_stores,snitch_fseq_offloads,end_fpss,fpss_issues,fpss_stores,fpss_loads,fpss_load_latency,fpss_fpu_issues,fpss_fpu_latency,snitch_loads,snitch_load_latency,tend,end,snitch_avg_load_latency,snitch_occupancy,snitch_fseq_rel_offloads,fseq_yield,fseq_fpu_yield,fpss_section_latency,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_occupancy,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,cycles,total_ipc
0.0,754,265,133,1179,3576,1179,119,548,587,512,1536,5,15,0.0,3565,3.0,0.093871767623096,0.8164819944598338,1.0,1.0,11,3.0,1.0711678832116789,0.41764080765143463,0.18136733970952887,0.4342663273960984,2823,0.5115125752745306
