cycles,end,end_fpss,fpss_avg_fpu_latency,fpss_avg_load_latency,fpss_fpu_issues,fpss_fpu_latency,fpss_fpu_occupancy,fpss_fpu_rel_occupancy,fpss_issues,fpss_load_latency,fpss_loads,fpss_occupancy,fpss_section_latency,fseq_fpu_yield,fseq_yield,snitch_avg_load_latency,snitch_fseq_offloads,snitch_fseq_rel_offloads,snitch_issues,snitch_load_latency,snitch_loads,snitch_occupancy,start,tend,total_ipc,tstart
2362,3116,3113,2.5934579439252334,0,642,1665,0.2718035563082134,0.9968944099378882,644,0,0,0.2726502963590178,0,2.476923076923077,2.476923076923077,0,260,0.5963302752293578,176,0,0,0.07451312447078746,755,0.0,0.3471634208298052,0.0
